Restaurant_ID,Restaurant_Name,Cuisine,City,State,Rating,Delivery_Time_Min,Menu_Item,Category,Price,Calories,Is_Veg
R0187,Dragon Wok,Chinese,Phoenix,AZ,3.5,36,Taco,Beverage,$4.99,108,No
R0084,Sushi Express,Japanese,Los Angeles,CA,4.4,15,Coffee,Dessert,$3.99,1178,No
R0289,Dragon Wok,Chinese,Phoenix,AZ,3.7,36,Coffee,Starter,$3.99,542,No
R0084,Burger Haven,American,Houston,TX,3.8,56,Noodles,Dessert,$9.49,295,Yes
R0236,Mediterraneo,Mediterranean,Houston,TX,4.1,42,Paneer Tikka,Dessert,$10.99,769,No
R0095,Taco Fiesta,Mexican,New York,NY,4.0,32,Pasta,Dessert,$10.49,594,No
R0084,Mediterraneo,Mediterranean,Seattle,WA,4.3,20,Paneer Tikka,Dessert,$10.99,386,Yes
R0017,Spice Route,Indian,Houston,TX,3.6,52,Coffee,Beverage,$3.99,695,No
R0076,Dragon Wok,Chinese,Houston,TX,3.9,18,Pizza,Dessert,$12.99,176,Yes
R0003,Sushi Express,Japanese,New York,NY,3.7,25,Noodles,Main Course,$9.49,968,No
R0100,Mediterraneo,Mediterranean,Los Angeles,CA,4.3,31,Taco,Main Course,$4.99,438,No
R0182,Taco Fiesta,Mexican,Dallas,TX,4.4,47,Sushi Roll,Beverage,$11.99,922,Yes
R0125,Healthy Bowl,Healthy,Boston,MA,4.9,40,Burger,Main Course,$8.99,1158,No
R0092,Burger Haven,American,Chicago,IL,4.8,47,Butter Chicken,Snack,$13.99,184,Yes
R0235,Pizza Palace,Italian,Los Angeles,CA,4.1,48,Taco,Starter,$4.99,830,No
R0183,Taco Fiesta,Mexican,Phoenix,AZ,4.8,43,Pasta,Snack,$10.49,430,Yes
R0203,Dragon Wok,Chinese,Chicago,IL,4.9,39,Sushi Roll,Snack,$11.99,1178,No
R0280,Taco Fiesta,Mexican,Boston,MA,4.3,36,Sushi Roll,Starter,$11.99,884,No
R0139,Sushi Express,Japanese,Los Angeles,CA,4.5,31,Pasta,Starter,$10.49,517,Yes
R0010,Pizza Palace,Italian,Houston,TX,3.5,24,Sushi Roll,Snack,$11.99,253,Yes
R0115,Healthy Bowl,Healthy,Houston,TX,4.1,38,Burger,Starter,$8.99,345,Yes
R0012,Spice Route,Indian,Phoenix,AZ,4.8,27,Butter Chicken,Snack,$13.99,300,No
R0259,Healthy Bowl,Healthy,Boston,MA,4.4,48,Pasta,Beverage,$10.49,1050,Yes
R0043,Healthy Bowl,Healthy,Houston,TX,3.8,17,Burger,Dessert,$8.99,486,No
R0238,Sushi Express,Japanese,Los Angeles,CA,4.7,50,Salad,Starter,$7.49,1079,No
R0136,Burger Haven,American,Houston,TX,4.0,55,Pizza,Snack,$12.99,1170,Yes
R0182,Mediterraneo,Mediterranean,Houston,TX,4.7,51,Pasta,Starter,$10.49,833,No
R0163,Burger Haven,American,Boston,MA,4.1,56,Noodles,Snack,$9.49,541,No
R0233,Burger Haven,American,Chicago,IL,4.1,19,Noodles,Dessert,$9.49,956,Yes
R0040,Dragon Wok,Chinese,Houston,TX,3.5,58,Pizza,Dessert,$12.99,684,Yes
R0243,Pizza Palace,Italian,Seattle,WA,4.0,21,Pizza,Starter,$12.99,250,No
R0043,Sushi Express,Japanese,Los Angeles,CA,3.9,22,Burger,Starter,$8.99,367,Yes
R0222,Burger Haven,American,Houston,TX,4.7,21,Noodles,Main Course,$9.49,243,Yes
R0286,Burger Haven,American,Phoenix,AZ,3.6,24,Pizza,Dessert,$12.99,1011,Yes
R0244,Mediterraneo,Mediterranean,Seattle,WA,4.4,18,Noodles,Main Course,$9.49,324,No
R0107,Healthy Bowl,Healthy,Houston,TX,3.9,27,Salad,Main Course,$7.49,529,No
R0233,Taco Fiesta,Mexican,Seattle,WA,4.7,57,Salad,Starter,$7.49,955,No
R0295,Taco Fiesta,Mexican,Los Angeles,CA,5.0,44,Salad,Beverage,$7.49,422,Yes
R0077,Healthy Bowl,Healthy,Los Angeles,CA,4.7,45,Butter Chicken,Snack,$13.99,558,No
R0047,Mediterraneo,Mediterranean,New York,NY,4.8,48,Taco,Snack,$4.99,619,No
R0167,Taco Fiesta,Mexican,New York,NY,4.7,35,Salad,Beverage,$7.49,1072,No
R0252,Sushi Express,Japanese,Phoenix,AZ,4.0,54,Salad,Starter,$7.49,1074,No
R0053,Sushi Express,Japanese,Los Angeles,CA,5.0,49,Butter Chicken,Main Course,$13.99,1125,Yes
R0149,Spice Route,Indian,Boston,MA,4.8,47,Butter Chicken,Snack,$13.99,1077,No
R0201,Sushi Express,Japanese,Los Angeles,CA,4.0,31,Noodles,Beverage,$9.49,598,No
R0158,Mediterraneo,Mediterranean,Boston,MA,3.8,35,Butter Chicken,Main Course,$13.99,480,No
R0235,Burger Haven,American,Seattle,WA,4.2,38,Pizza,Main Course,$12.99,702,No
R0103,Taco Fiesta,Mexican,Boston,MA,3.8,20,Sushi Roll,Main Course,$11.99,92,No
R0221,Cafe Delight,Cafe,New York,NY,4.7,25,Sushi Roll,Starter,$11.99,996,No
R0056,Cafe Delight,Cafe,Phoenix,AZ,4.2,45,Burger,Beverage,$8.99,1018,No
R0260,Healthy Bowl,Healthy,Los Angeles,CA,3.8,31,Salad,Dessert,$7.49,303,Yes
R0143,Healthy Bowl,Healthy,Houston,TX,4.1,59,Salad,Starter,$7.49,707,No
R0139,Healthy Bowl,Healthy,Phoenix,AZ,3.6,18,Paneer Tikka,Starter,$10.99,450,Yes
R0138,Taco Fiesta,Mexican,New York,NY,4.6,31,Coffee,Beverage,$3.99,1167,No
R0294,Pizza Palace,Italian,Houston,TX,4.9,35,Butter Chicken,Snack,$13.99,326,Yes
R0284,Mediterraneo,Mediterranean,Houston,TX,3.7,55,Coffee,Snack,$3.99,764,No
R0206,Taco Fiesta,Mexican,New York,NY,4.1,35,Butter Chicken,Beverage,$13.99,279,Yes
R0049,Sushi Express,Japanese,Los Angeles,CA,4.7,43,Pizza,Dessert,$12.99,445,No
R0025,Taco Fiesta,Mexican,Seattle,WA,3.8,50,Paneer Tikka,Starter,$10.99,804,No
R0069,Spice Route,Indian,Houston,TX,4.0,15,Burger,Beverage,$8.99,258,Yes
R0032,Taco Fiesta,Mexican,Phoenix,AZ,4.8,34,Pizza,Starter,$12.99,272,No
R0100,Mediterraneo,Mediterranean,Chicago,IL,4.7,20,Coffee,Starter,$3.99,466,Yes
R0076,Pizza Palace,Italian,Phoenix,AZ,3.7,44,Sushi Roll,Main Course,$11.99,441,No
R0286,Healthy Bowl,Healthy,Houston,TX,3.9,47,Pasta,Beverage,$10.49,426,No
R0216,Cafe Delight,Cafe,Phoenix,AZ,4.3,49,Noodles,Beverage,$9.49,1112,Yes
R0118,Cafe Delight,Cafe,New York,NY,4.4,38,Pizza,Starter,$12.99,1072,Yes
R0028,Sushi Express,Japanese,Chicago,IL,3.6,46,Sushi Roll,Beverage,$11.99,743,Yes
R0116,Burger Haven,American,Seattle,WA,3.9,58,Butter Chicken,Main Course,$13.99,1093,Yes
R0182,Pizza Palace,Italian,Dallas,TX,4.0,43,Noodles,Dessert,$9.49,92,Yes
R0184,Pizza Palace,Italian,Seattle,WA,4.2,52,Pizza,Main Course,$12.99,1159,Yes
R0013,Sushi Express,Japanese,New York,NY,4.0,41,Noodles,Main Course,$9.49,770,Yes
R0015,Taco Fiesta,Mexican,Phoenix,AZ,4.4,47,Coffee,Snack,$3.99,1135,No
R0112,Spice Route,Indian,Boston,MA,5.0,55,Taco,Beverage,$4.99,885,Yes
R0163,Burger Haven,American,Houston,TX,4.4,35,Pasta,Starter,$10.49,179,No
R0117,Burger Haven,American,Chicago,IL,4.8,18,Burger,Snack,$8.99,665,No
R0117,Sushi Express,Japanese,Boston,MA,4.2,41,Butter Chicken,Dessert,$13.99,1028,No
R0193,Dragon Wok,Chinese,New York,NY,4.0,21,Pizza,Snack,$12.99,349,No
R0233,Mediterraneo,Mediterranean,Phoenix,AZ,4.6,44,Pizza,Starter,$12.99,645,Yes
R0077,BBQ Nation,American,Los Angeles,CA,3.6,31,Coffee,Main Course,$3.99,192,Yes
R0294,BBQ Nation,American,Seattle,WA,4.9,50,Pasta,Starter,$10.49,243,No
R0148,Dragon Wok,Chinese,Seattle,WA,4.6,35,Pizza,Dessert,$12.99,524,No
R0205,Burger Haven,American,Seattle,WA,4.4,58,Sushi Roll,Snack,$11.99,956,Yes
R0293,Burger Haven,American,Chicago,IL,4.3,34,Paneer Tikka,Main Course,$10.99,923,No
R0252,Healthy Bowl,Healthy,Los Angeles,CA,4.6,18,Burger,Snack,$8.99,990,No
R0056,Dragon Wok,Chinese,Seattle,WA,4.5,22,Pizza,Main Course,$12.99,446,No
R0050,Taco Fiesta,Mexican,Boston,MA,4.4,20,Sushi Roll,Dessert,$11.99,654,Yes
R0236,BBQ Nation,American,Phoenix,AZ,4.0,34,Sushi Roll,Snack,$11.99,91,Yes
R0228,Cafe Delight,Cafe,Boston,MA,5.0,38,Burger,Dessert,$8.99,229,Yes
R0214,BBQ Nation,American,Los Angeles,CA,3.9,22,Salad,Starter,$7.49,876,No
R0099,Cafe Delight,Cafe,Houston,TX,3.7,25,Burger,Main Course,$8.99,793,No
R0005,Healthy Bowl,Healthy,Los Angeles,CA,3.6,58,Pasta,Snack,$10.49,924,No
R0200,Sushi Express,Japanese,Los Angeles,CA,4.4,51,Taco,Starter,$4.99,417,No
R0112,Pizza Palace,Italian,Boston,MA,4.4,44,Noodles,Dessert,$9.49,863,Yes
R0054,Spice Route,Indian,Houston,TX,4.2,22,Coffee,Snack,$3.99,543,Yes
R0173,Burger Haven,American,Los Angeles,CA,4.8,26,Pasta,Dessert,$10.49,849,No
R0094,Sushi Express,Japanese,Phoenix,AZ,4.4,23,Pizza,Beverage,$12.99,684,No
R0093,Mediterraneo,Mediterranean,New York,NY,4.6,26,Butter Chicken,Snack,$13.99,379,Yes
R0177,Sushi Express,Japanese,Los Angeles,CA,3.9,37,Taco,Starter,$4.99,445,No
R0280,Healthy Bowl,Healthy,Phoenix,AZ,4.4,45,Noodles,Snack,$9.49,88,No
R0250,BBQ Nation,American,Dallas,TX,4.8,24,Taco,Beverage,$4.99,381,No
R0244,Healthy Bowl,Healthy,Los Angeles,CA,4.8,48,Noodles,Dessert,$9.49,874,No
R0117,Sushi Express,Japanese,Houston,TX,4.2,17,Noodles,Dessert,$9.49,631,No
R0286,Taco Fiesta,Mexican,Phoenix,AZ,4.4,53,Sushi Roll,Dessert,$11.99,439,Yes
R0219,Dragon Wok,Chinese,Boston,MA,3.9,29,Burger,Beverage,$8.99,725,Yes
R0125,Sushi Express,Japanese,Boston,MA,4.9,43,Noodles,Beverage,$9.49,847,Yes
R0192,Mediterraneo,Mediterranean,Chicago,IL,3.5,55,Butter Chicken,Snack,$13.99,190,No
R0201,Healthy Bowl,Healthy,Dallas,TX,4.5,37,Sushi Roll,Beverage,$11.99,386,No
R0096,Healthy Bowl,Healthy,Chicago,IL,4.3,18,Burger,Dessert,$8.99,925,Yes
R0100,Sushi Express,Japanese,Dallas,TX,4.0,27,Salad,Snack,$7.49,757,No
R0300,Mediterraneo,Mediterranean,Seattle,WA,4.4,57,Butter Chicken,Snack,$13.99,885,Yes
R0286,Taco Fiesta,Mexican,New York,NY,4.2,36,Coffee,Starter,$3.99,117,No
R0227,Dragon Wok,Chinese,Boston,MA,4.2,21,Sushi Roll,Beverage,$11.99,1076,No
R0007,BBQ Nation,American,Phoenix,AZ,4.6,47,Taco,Snack,$4.99,1068,No
R0088,Pizza Palace,Italian,Boston,MA,3.7,57,Taco,Snack,$4.99,821,No
R0114,Pizza Palace,Italian,Boston,MA,3.8,24,Sushi Roll,Dessert,$11.99,925,Yes
R0291,Healthy Bowl,Healthy,Dallas,TX,4.8,34,Paneer Tikka,Main Course,$10.99,1054,No
R0195,Pizza Palace,Italian,Houston,TX,4.6,29,Sushi Roll,Dessert,$11.99,700,No
R0263,Cafe Delight,Cafe,New York,NY,3.9,48,Salad,Starter,$7.49,844,No
R0231,Dragon Wok,Chinese,Chicago,IL,3.8,43,Taco,Snack,$4.99,169,Yes
R0201,Taco Fiesta,Mexican,New York,NY,3.7,52,Paneer Tikka,Snack,$10.99,936,No
R0179,BBQ Nation,American,Houston,TX,3.7,26,Butter Chicken,Dessert,$13.99,352,No
R0091,Sushi Express,Japanese,Los Angeles,CA,3.7,38,Salad,Beverage,$7.49,816,No
R0222,Burger Haven,American,New York,NY,4.0,51,Noodles,Starter,$9.49,427,Yes
R0169,Pizza Palace,Italian,Dallas,TX,4.6,43,Pasta,Snack,$10.49,996,Yes
R0243,Spice Route,Indian,Houston,TX,3.8,39,Sushi Roll,Beverage,$11.99,752,No
R0230,Spice Route,Indian,Boston,MA,3.7,55,Paneer Tikka,Main Course,$10.99,1136,No
R0149,Cafe Delight,Cafe,Los Angeles,CA,5.0,27,Coffee,Main Course,$3.99,167,Yes
R0195,Cafe Delight,Cafe,Seattle,WA,4.2,18,Burger,Starter,$8.99,843,Yes
R0063,Mediterraneo,Mediterranean,Boston,MA,3.6,23,Pasta,Snack,$10.49,178,Yes
R0200,Sushi Express,Japanese,New York,NY,3.8,56,Coffee,Main Course,$3.99,1097,No
R0296,Burger Haven,American,Dallas,TX,4.4,17,Salad,Main Course,$7.49,100,Yes
R0165,Dragon Wok,Chinese,Seattle,WA,4.1,45,Coffee,Starter,$3.99,642,No
R0284,Healthy Bowl,Healthy,New York,NY,4.9,36,Coffee,Beverage,$3.99,642,Yes
R0107,Healthy Bowl,Healthy,Houston,TX,4.2,15,Pizza,Main Course,$12.99,236,Yes
R0253,Burger Haven,American,Chicago,IL,4.0,59,Paneer Tikka,Dessert,$10.99,379,Yes
R0210,Sushi Express,Japanese,Boston,MA,4.3,50,Salad,Snack,$7.49,588,No
R0242,Dragon Wok,Chinese,Dallas,TX,4.2,37,Butter Chicken,Main Course,$13.99,703,Yes
R0115,Healthy Bowl,Healthy,New York,NY,4.0,44,Pizza,Starter,$12.99,199,No
R0247,Sushi Express,Japanese,New York,NY,4.1,23,Sushi Roll,Main Course,$11.99,400,Yes
R0219,Dragon Wok,Chinese,New York,NY,4.3,21,Taco,Dessert,$4.99,760,No
R0291,Taco Fiesta,Mexican,Houston,TX,4.3,46,Paneer Tikka,Starter,$10.99,1014,Yes
R0133,Taco Fiesta,Mexican,Boston,MA,4.7,15,Pasta,Beverage,$10.49,1085,Yes
R0154,Healthy Bowl,Healthy,Seattle,WA,3.7,22,Coffee,Dessert,$3.99,425,No
R0244,Healthy Bowl,Healthy,New York,NY,4.1,58,Pasta,Snack,$10.49,174,No
R0186,Spice Route,Indian,Seattle,WA,4.3,26,Burger,Beverage,$8.99,1198,No
R0043,Burger Haven,American,Houston,TX,4.9,44,Sushi Roll,Snack,$11.99,778,No
R0225,Healthy Bowl,Healthy,New York,NY,3.9,48,Paneer Tikka,Starter,$10.99,261,No
R0253,Taco Fiesta,Mexican,Phoenix,AZ,5.0,46,Taco,Main Course,$4.99,1129,No
R0130,Sushi Express,Japanese,New York,NY,4.7,35,Burger,Snack,$8.99,445,Yes
R0228,Burger Haven,American,Houston,TX,4.0,35,Paneer Tikka,Starter,$10.99,425,No
R0153,Dragon Wok,Chinese,New York,NY,3.7,19,Coffee,Snack,$3.99,135,Yes
R0194,Mediterraneo,Mediterranean,Los Angeles,CA,4.5,51,Coffee,Snack,$3.99,1005,Yes
R0094,Spice Route,Indian,Phoenix,AZ,4.4,31,Salad,Snack,$7.49,544,No
R0084,Burger Haven,American,Seattle,WA,4.1,43,Butter Chicken,Dessert,$13.99,777,No
R0227,Healthy Bowl,Healthy,New York,NY,4.1,45,Butter Chicken,Main Course,$13.99,86,Yes
R0057,Taco Fiesta,Mexican,Los Angeles,CA,4.4,40,Pizza,Dessert,$12.99,288,Yes
R0206,Healthy Bowl,Healthy,Boston,MA,4.3,40,Pizza,Starter,$12.99,689,No
R0198,BBQ Nation,American,Los Angeles,CA,4.6,32,Coffee,Snack,$3.99,751,Yes
R0266,Burger Haven,American,Phoenix,AZ,3.5,29,Pasta,Starter,$10.49,1137,No
R0092,Burger Haven,American,Phoenix,AZ,4.2,32,Paneer Tikka,Starter,$10.99,222,No
R0258,Healthy Bowl,Healthy,Seattle,WA,5.0,46,Butter Chicken,Dessert,$13.99,491,Yes
R0276,BBQ Nation,American,Los Angeles,CA,4.6,19,Butter Chicken,Starter,$13.99,182,Yes
R0027,Burger Haven,American,New York,NY,4.4,16,Taco,Beverage,$4.99,826,Yes
R0130,BBQ Nation,American,Houston,TX,3.8,23,Pasta,Dessert,$10.49,619,Yes
R0214,Taco Fiesta,Mexican,Los Angeles,CA,4.4,15,Salad,Main Course,$7.49,874,Yes
R0094,Cafe Delight,Cafe,Dallas,TX,4.1,27,Pasta,Starter,$10.49,868,Yes
R0143,Sushi Express,Japanese,Chicago,IL,3.8,43,Pasta,Beverage,$10.49,887,Yes
R0237,Spice Route,Indian,Seattle,WA,4.9,57,Pizza,Starter,$12.99,873,Yes
R0042,Healthy Bowl,Healthy,Seattle,WA,4.1,28,Pasta,Snack,$10.49,535,Yes
R0101,Cafe Delight,Cafe,Seattle,WA,4.2,18,Pasta,Starter,$10.49,797,No
R0064,Cafe Delight,Cafe,Chicago,IL,4.0,35,Butter Chicken,Snack,$13.99,83,No
R0243,Pizza Palace,Italian,Dallas,TX,3.8,16,Noodles,Starter,$9.49,170,No
R0063,Pizza Palace,Italian,New York,NY,3.6,27,Taco,Dessert,$4.99,336,Yes
R0224,Burger Haven,American,Los Angeles,CA,4.7,35,Noodles,Beverage,$9.49,241,Yes
R0056,Taco Fiesta,Mexican,Boston,MA,4.7,16,Butter Chicken,Snack,$13.99,579,Yes
R0133,Taco Fiesta,Mexican,Boston,MA,3.8,49,Paneer Tikka,Beverage,$10.99,771,Yes
R0289,Dragon Wok,Chinese,Boston,MA,3.7,38,Salad,Dessert,$7.49,528,No
R0229,Spice Route,Indian,Boston,MA,4.8,52,Pasta,Starter,$10.49,411,Yes
R0161,Mediterraneo,Mediterranean,Dallas,TX,4.3,53,Coffee,Starter,$3.99,212,No
R0282,Healthy Bowl,Healthy,New York,NY,4.8,32,Noodles,Starter,$9.49,406,Yes
R0060,Mediterraneo,Mediterranean,Los Angeles,CA,3.7,50,Noodles,Dessert,$9.49,491,No
R0203,Burger Haven,American,New York,NY,3.9,18,Taco,Snack,$4.99,1086,No
R0221,BBQ Nation,American,Phoenix,AZ,4.1,40,Butter Chicken,Beverage,$13.99,970,Yes
R0180,Cafe Delight,Cafe,Chicago,IL,4.1,34,Salad,Beverage,$7.49,563,No
R0075,Dragon Wok,Chinese,Chicago,IL,3.7,33,Pizza,Main Course,$12.99,102,No
R0231,Mediterraneo,Mediterranean,Phoenix,AZ,4.0,27,Pizza,Beverage,$12.99,735,No
R0065,Taco Fiesta,Mexican,Los Angeles,CA,3.9,38,Coffee,Snack,$3.99,780,No
R0128,Spice Route,Indian,Phoenix,AZ,4.9,21,Noodles,Beverage,$9.49,182,Yes
R0024,Healthy Bowl,Healthy,Seattle,WA,4.9,46,Salad,Starter,$7.49,326,Yes
R0152,BBQ Nation,American,Dallas,TX,4.0,18,Pasta,Starter,$10.49,160,Yes
R0136,Spice Route,Indian,Los Angeles,CA,3.8,27,Pizza,Snack,$12.99,562,No
R0274,Pizza Palace,Italian,Phoenix,AZ,4.2,54,Pasta,Main Course,$10.49,576,Yes
R0139,BBQ Nation,American,Houston,TX,4.3,34,Coffee,Starter,$3.99,227,No
R0040,Pizza Palace,Italian,Boston,MA,4.5,25,Pasta,Starter,$10.49,734,Yes
R0070,Cafe Delight,Cafe,Houston,TX,3.9,54,Butter Chicken,Beverage,$13.99,576,No
R0096,BBQ Nation,American,New York,NY,4.9,31,Burger,Beverage,$8.99,205,Yes
R0204,Burger Haven,American,Seattle,WA,3.8,30,Pizza,Starter,$12.99,847,No
R0096,Healthy Bowl,Healthy,Boston,MA,3.7,25,Taco,Starter,$4.99,414,Yes
R0280,Burger Haven,American,New York,NY,4.4,30,Burger,Snack,$8.99,534,Yes
R0276,Pizza Palace,Italian,Los Angeles,CA,4.4,41,Pasta,Main Course,$10.49,96,Yes
R0059,Burger Haven,American,Boston,MA,4.0,55,Coffee,Dessert,$3.99,1169,Yes
R0195,Healthy Bowl,Healthy,Phoenix,AZ,3.9,31,Butter Chicken,Snack,$13.99,956,No
R0122,Taco Fiesta,Mexican,Houston,TX,3.9,33,Salad,Starter,$7.49,968,No
R0066,Pizza Palace,Italian,Los Angeles,CA,4.2,25,Taco,Main Course,$4.99,951,No
R0045,Taco Fiesta,Mexican,Boston,MA,4.1,42,Coffee,Dessert,$3.99,1162,Yes
R0265,Pizza Palace,Italian,Houston,TX,4.7,40,Sushi Roll,Dessert,$11.99,203,Yes
R0282,Sushi Express,Japanese,Chicago,IL,4.8,59,Coffee,Starter,$3.99,727,No
R0144,BBQ Nation,American,Houston,TX,4.2,33,Sushi Roll,Beverage,$11.99,753,No
R0025,BBQ Nation,American,Phoenix,AZ,5.0,25,Pasta,Snack,$10.49,103,Yes
R0120,Pizza Palace,Italian,Houston,TX,4.1,40,Butter Chicken,Starter,$13.99,1025,No
R0140,Spice Route,Indian,Houston,TX,3.7,53,Coffee,Starter,$3.99,859,No
R0166,Sushi Express,Japanese,Houston,TX,4.9,52,Butter Chicken,Dessert,$13.99,524,Yes
R0029,Mediterraneo,Mediterranean,New York,NY,4.9,28,Pizza,Dessert,$12.99,913,No
R0205,Burger Haven,American,Chicago,IL,4.6,50,Sushi Roll,Main Course,$11.99,575,No
R0184,Mediterraneo,Mediterranean,Houston,TX,4.7,58,Sushi Roll,Beverage,$11.99,155,Yes
R0142,Taco Fiesta,Mexican,Dallas,TX,4.7,32,Noodles,Beverage,$9.49,1164,Yes
R0044,Sushi Express,Japanese,Dallas,TX,4.2,18,Noodles,Dessert,$9.49,145,Yes
R0078,Healthy Bowl,Healthy,New York,NY,4.4,33,Pasta,Beverage,$10.49,717,No
R0283,Cafe Delight,Cafe,Boston,MA,4.4,19,Sushi Roll,Dessert,$11.99,495,No
R0173,Dragon Wok,Chinese,Chicago,IL,4.1,22,Taco,Main Course,$4.99,100,No
R0048,BBQ Nation,American,Boston,MA,4.5,26,Butter Chicken,Dessert,$13.99,455,Yes
R0008,Burger Haven,American,New York,NY,3.6,57,Paneer Tikka,Main Course,$10.99,838,No
R0074,Healthy Bowl,Healthy,Seattle,WA,3.7,16,Butter Chicken,Dessert,$13.99,129,No
R0087,Mediterraneo,Mediterranean,Dallas,TX,4.8,38,Butter Chicken,Main Course,$13.99,449,Yes
R0130,Pizza Palace,Italian,Dallas,TX,3.5,16,Taco,Snack,$4.99,1053,No
R0090,Healthy Bowl,Healthy,Chicago,IL,3.6,58,Paneer Tikka,Snack,$10.99,488,No
R0297,Burger Haven,American,Phoenix,AZ,4.9,19,Salad,Beverage,$7.49,616,No
R0194,Spice Route,Indian,Los Angeles,CA,4.9,36,Noodles,Dessert,$9.49,167,Yes
R0114,Pizza Palace,Italian,Los Angeles,CA,4.3,49,Pasta,Main Course,$10.49,287,Yes
R0048,Cafe Delight,Cafe,Boston,MA,4.5,41,Burger,Main Course,$8.99,199,No
R0168,Taco Fiesta,Mexican,Los Angeles,CA,4.6,48,Noodles,Dessert,$9.49,672,No
R0260,Dragon Wok,Chinese,Seattle,WA,4.4,52,Butter Chicken,Dessert,$13.99,991,Yes
R0115,Spice Route,Indian,Boston,MA,4.4,35,Coffee,Dessert,$3.99,799,No
R0165,Cafe Delight,Cafe,Los Angeles,CA,4.0,59,Pizza,Beverage,$12.99,294,Yes
R0031,Mediterraneo,Mediterranean,Chicago,IL,3.7,43,Burger,Dessert,$8.99,342,Yes
R0280,Dragon Wok,Chinese,Los Angeles,CA,4.6,59,Sushi Roll,Starter,$11.99,1063,No
R0068,Healthy Bowl,Healthy,Seattle,WA,4.6,18,Butter Chicken,Beverage,$13.99,185,No
R0033,Taco Fiesta,Mexican,Los Angeles,CA,4.5,20,Taco,Dessert,$4.99,472,Yes
R0171,Mediterraneo,Mediterranean,Houston,TX,4.4,30,Pasta,Beverage,$10.49,969,Yes
R0282,Healthy Bowl,Healthy,Houston,TX,4.5,51,Taco,Main Course,$4.99,939,No
R0200,Sushi Express,Japanese,Los Angeles,CA,4.0,24,Pizza,Beverage,$12.99,130,No
R0119,Cafe Delight,Cafe,Boston,MA,4.3,50,Salad,Dessert,$7.49,1080,Yes
R0254,Taco Fiesta,Mexican,New York,NY,3.5,48,Sushi Roll,Dessert,$11.99,644,Yes
R0231,BBQ Nation,American,Seattle,WA,5.0,50,Taco,Dessert,$4.99,644,No
R0152,Cafe Delight,Cafe,Phoenix,AZ,3.8,42,Sushi Roll,Starter,$11.99,938,Yes
R0216,Taco Fiesta,Mexican,Los Angeles,CA,3.7,37,Noodles,Snack,$9.49,905,Yes
R0271,Burger Haven,American,Phoenix,AZ,3.6,20,Salad,Starter,$7.49,358,No
R0018,Pizza Palace,Italian,Dallas,TX,3.6,19,Butter Chicken,Beverage,$13.99,307,Yes
R0110,Dragon Wok,Chinese,Chicago,IL,4.8,58,Pizza,Starter,$12.99,665,Yes
R0241,Spice Route,Indian,Seattle,WA,3.6,31,Paneer Tikka,Snack,$10.99,984,Yes
R0008,Taco Fiesta,Mexican,Seattle,WA,4.4,45,Noodles,Main Course,$9.49,208,Yes
R0275,Healthy Bowl,Healthy,Dallas,TX,3.9,44,Burger,Starter,$8.99,159,No
R0067,Pizza Palace,Italian,Los Angeles,CA,4.8,56,Butter Chicken,Beverage,$13.99,1124,Yes
R0066,Healthy Bowl,Healthy,Boston,MA,4.5,42,Pizza,Starter,$12.99,500,Yes
R0161,Taco Fiesta,Mexican,Seattle,WA,4.5,38,Butter Chicken,Main Course,$13.99,1101,Yes
R0073,Cafe Delight,Cafe,Los Angeles,CA,4.6,50,Butter Chicken,Dessert,$13.99,1112,Yes
R0166,Spice Route,Indian,Chicago,IL,4.2,33,Paneer Tikka,Snack,$10.99,1053,No
R0246,Mediterraneo,Mediterranean,Seattle,WA,3.9,49,Pasta,Starter,$10.49,694,No
R0195,Spice Route,Indian,Dallas,TX,3.5,16,Pasta,Starter,$10.49,703,No
R0103,Mediterraneo,Mediterranean,Dallas,TX,4.5,50,Sushi Roll,Dessert,$11.99,394,Yes
R0086,BBQ Nation,American,Dallas,TX,4.2,19,Salad,Dessert,$7.49,540,No
R0006,Healthy Bowl,Healthy,Seattle,WA,4.0,50,Coffee,Main Course,$3.99,471,No
R0254,Dragon Wok,Chinese,Chicago,IL,4.9,47,Coffee,Snack,$3.99,200,No
R0183,Taco Fiesta,Mexican,Chicago,IL,4.1,58,Pizza,Beverage,$12.99,358,Yes
R0153,Sushi Express,Japanese,Seattle,WA,3.8,21,Salad,Dessert,$7.49,120,Yes
R0273,Sushi Express,Japanese,Phoenix,AZ,4.3,16,Salad,Beverage,$7.49,1011,No
R0037,Spice Route,Indian,Houston,TX,4.2,22,Pizza,Snack,$12.99,964,No
R0224,Mediterraneo,Mediterranean,Dallas,TX,4.8,27,Salad,Dessert,$7.49,592,No
R0234,Healthy Bowl,Healthy,Seattle,WA,4.6,53,Salad,Snack,$7.49,589,Yes
R0109,BBQ Nation,American,New York,NY,4.3,33,Burger,Dessert,$8.99,830,No
R0198,BBQ Nation,American,Chicago,IL,4.6,43,Sushi Roll,Dessert,$11.99,229,Yes
R0072,Sushi Express,Japanese,Chicago,IL,5.0,45,Butter Chicken,Starter,$13.99,172,No
R0154,Burger Haven,American,Phoenix,AZ,3.9,55,Pasta,Dessert,$10.49,294,Yes
R0059,Burger Haven,American,Boston,MA,4.3,23,Salad,Starter,$7.49,1092,No
